Brand,Price,Released Date,OS,Display,Camera,RAM,Battery
Oppo,"৳80,000.00","2021, March 19","Android 11, ColorOS 11.1","6.55"" 1080x2400 pixels",50MP 2160p,12GB RAM Snapdragon 865,4500mAh Li-Po
Realme,"৳28,000.00","2021, February 12","Android 10, Realme UI","6.4"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Dimensity 800U 5G,4310mAh Li-Po
Oppo,"৳32,000.00","2021, March 23","Android 11, ColorOS 11","6.43"" 1080x2400 pixels",48MP 2160p,8GB RAM Helio P95,4310mAh Li-Po
Vivo,"৳40,000.00","2021, March 12","Android 11, OriginOS 1.0","6.44"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Dimensity 1100 5G,4000mAh Li-Po
Xiaomi,"৳29,999.00","2021, March 24","Android 11, MIUI 12 for POCO","6.67"" 1080x2400 pixels",48MP 2160p,6/8GB RAM Snapdragon 860,5160mAh Li-Po
Symphony,"৳6,190.00","2020, February",Android 10.0,"5.7"" 720x1600 pixels",8MP 1080p,2GB RAM,3000mAh Li-ion
Xiaomi,Coming soon,Not announced yet,Android 11,"6.43"" 720x1600 pixels",48MP 1080p,4GB RAM Helio G35,5000mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 10,"6.4"" 1080x2400 pixels",48MP 1080p,6/8GB RAM Snapdragon 665,4500mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 11,"6.4"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 720G,5000mAh Li-Po
Asus,"৳62,000.00 ৳58,000.00","2021, March","Android 11, ROG UI","6.78"" 1080x2340 pixels",64MP 4320p,8-16GB RAM Snapdragon 888,6000mAh Li-Po
Vivo,"৳72,990.00","2021, September 17","Android 11, Funtouch OS 12, OriginOS 1.0","6.56"" 1080x2376 pixels",50MP 4320p,8/12GB RAM Exynos 1080,4450mAh Li-Po
ZTE,"৳45,000.00","2021, April 26","Android 11, MyOS 11","6.67"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 888 5G,4200mAh Li-Po
Ulefone,"৳15,000.00","2021, March 08",Android 11,"6.55"" 720x1600 pixels",48MP 1080p,8GB RAM Helio P60,4500mAh Li-Po
Symphony,"৳7,990.00","2020, January",Android 10.0,"6.22"" 720x1600 pixels",13MP 1080p,2GB RAM,4000mAh Li-Po
Ulefone,"৳14,000.00","2021, January 21",Android 11,"6.52"" 720x1600 pixels",8MP 1080p,2GB RAM Unisoc SC9863A,5500mAh Li-Ion
ZTE,"৳35,000.00","2021, January 26",Android 10,"6.5"" 1080x2340 pixels",48MP 2160p,6GB RAM Snapdragon 765G,4000mAh Li-Ion
Samsung,"৳35,000.00","2021, March 12","Android 11, One UI 2.0","5.3"" 900x1600 pixels",16MP 1080p,4GB RAM Exynos 850,3000mAh Li-Ion
Oppo,"৳25,000.00","2021, January 25","Android 11, ColorOS 11.1","6.5"" 720x1600 pixels",13MP 1080p,6GB RAM Dimensity 700 5G,5000mAh Li-Po
Vivo,"৳35,000.00","2021, February 04","Android 11, OriginOS 1.0","6.44"" 1080x2400 pixels",64MP 2160p,8GB RAM Dimensity 820 5G,4000mAh Li-Po
Honor,Coming soon,Not announced yet,"Android 10, with Google Play Services","6.72"" 1236x2676 pixels",50MP 2160p,8GB RAM Dimensity 1000+,4500mAh Li-Po
Honor,Coming soon,"Exp. release 2021, Q2","Android 10, with Google Play Services","6.72"" 1236x2676 pixels",50MP 2160p,8GB RAM Dimensity 1000+,4000mAh Li-Po
Sony,"৳215,000.00","2021, January 27",Android 10,"6.5"" 1644x3840 pixels",12MP 2160p,12GB RAM Snapdragon 865,4000mAh Li-Po
Samsung,Coming soon,Not announced yet,Android 11,"6.8"" 1080x2400 pixels",48MP 1080p,8GB Snapdragon 855+,4500mAh Li-Ion
Nokia,"৳9,000.00","2021, February 03","Android 10, planned upgrade to Android 11","6.52"" 720x1600 pixels",8MP 720p,1-3GB RAM Snapdragon 215,4000mAh Li-Po
Samsung,Coming soon,Cancelled,"Android 11, One UI 3.1","6.2"" 1080x2400 pixels",64MP 4320p,8GB RAM Exynos 2100,4000mAh Li-Ion
Vivo,"৳17,990.00","2021, January 19","Android 10, Funtouch 11","6.51"" 720x1600 pixels",13MP 1080p,6GB RAM Helio G80,5000mAh Li-Ion
Motorola,"৳19,999.00","2021, March 17",Android 11,"6.5"" 720x1600 pixels",64MP 2160p,4/6GB RAM Snapdragon 662,5000mAh Li-Po
Realme,Coming soon,Not announced yet,Android 11,"6.55"" 1080x2400 pixels",50MP 2160p,3-12GB RAM Snapdragon 870 5G,4500mAh Li-Po
Realme,Coming soon,Not announced yet,"Android 11, Realme UI 2.0","6.4"" 1080x2400 pixels",64MP 2160p,8/12GB RAM,4500mAh Li-Po
Realme,Coming soon,Not announced yet,"Android 11, Realme UI 2","6.8"" 1440x3200 pixels",64MP 2160p,8/12GB RAM Snapdragon 888,5000mAh Li-Po
Alcatel,"৳13,000.00","2021, April 26",Android 11,"6.1"" 720x1600 pixels",13MP 1080p,2GB RAM,3000mAh Li-Ion
Vivo,Coming soon,Not announced yet,Android 10,"6.57"" 1080x2408 pixels",48MP 2160p,6/8GB RAM Dimensity 1000+,4500mAh Li-Po
Vivo,"৳23,000.00","2021, April 01","Android 11, Funtouch 11.1","6.58"" 1080x2408 pixels",64MP 2160p,6-12GB RAM Snapdragon 768G 5G,4400mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 11,"6.62"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 888,4000mAh Li-Po
Samsung,"৳122,999.00 ৳130,999.00","2021, August 27","Android 11, One UI 3.5","6.7"" 1080x2640 pixels",12MP 2160p,8GB RAM Snapdragon 888 5G,3300mAh Li-Po
Oppo,"৳30,000.00","2021, January 20","Android 11, ColorOS 11.1","6.5"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 480 5G,5000mAh Li-Po
Ulefone,"৳6,000.00","2020, November 12",Android 10,"6.1"" 600x1280 pixels",8MP 1080p,2GB RAM Helio A22,3500mAh Li-Ion
HTC,"৳35,000.00","2021, January 21",Android 10,"6.7"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 690 5G,5000mAh Li-Po
HTC,"৳37,000.00","2021, January 21",Android 10,"6.7"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 690 5G,5000mAh Li-Po
Alcatel,"৳16,000.00","2021, April 26",Android 11,"6.52"" 720x1600 pixels",48MP 1080p,4GB RAM Helio P22,4000mAh Li-Po
Alcatel,"৳12,000.00","2021, March 25",Android 11,"6.52"" 720x1600 pixels",13MP 1080p,3GB RAM Helio P22,4000mAh Li-Po
Vivo,"৳20,000.00","2021, January 20","Android 11, Funtouch 11","6.58"" 720x1560 pixels",48MP 2160p,6GB RAM Snapdragon 662,5000mAh Li-Po
Motorola,"৳38,000.00","2021, February 03",Android 11,"6.7"" 1080x2340 pixels",64MP 2160p,6/8GB RAM Snapdragon 870 5G,5000mAh Li-Po
Itel,"৳8,990.00 ৳8,490.00","2021, January 11",Android 10,"6.6"" 720x1080 pixels",13MP 1080p,2GB RAM,4000mAh Li-Po
TCL,"৳17,000.00","2021, April 26","Android 10, TCL UI","6.82"" 720x1600 pixels",48MP 1080p,4GB RAM Snapdragon 460,5000mAh Li-Po
Xiaomi,"৳35,000.00","2021, March 30","Android 11, Joy UI 12.5","6.67"" 1080x2400 pixels",48MP 2160p,6-12GB RAM Snapdragon 870 5G,4500mAh Li-Po
Xiaomi,"৳55,000.00","2021, March 30","Android 11, Joy UI 12.5","6.67"" 1080x2400 pixels",64MP 2160p,8-16GB RAM Snapdragon 888,4500mAh Li-Po
BLU,"৳7,000.00","2020, April",Android 9.0,"6.0"" 720x1440 pixels",13MP 1080p,2GB RAM Helio A22,3000mAh Li-Po
HTC,"৳14,000.00","2019, August 15",Android 9.0,"5.45"" 720x1440 pixels",13MP 1080p,2GB RAM Unisoc SC9863A,3000mAh Li-Ion
Motorola,Coming soon,"Exp. release 2021, January 13",Android 10,"6.6"" 720x1600 pixels",48MP 1080p,3/4GB RAM Snapdragon 662,5000mAh Li-Po
Vivo,"৳22,000.00","2021, January 23","Android 11, Funtouch 11","6.58"" 1080x2408 pixels",48MP 1080p,8GB RAM Snapdragon 662,5000mAh Li-Po
Coolpad,"৳18,000.00","2021, January 08",Android 10,"6.53"" 1080x2340 pixels",48MP 1080p,4GB RAM Helio P60,5000mAh Li-Po
Oppo,"৳45,000.00","2021, March 19","Android 11, ColorOS 11.1","6.43"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 765G,4300mAh Li-Po
Motorola,"৳35,000.00","2021, January 14",Android 10,"6.7"" 1080x2400 pixels",48MP 2160p,4/6GB RAM Snapdragon 750G 5G,5000mAh Li-Po
Nokia,"৳28,000.00",Not announced yet,Android 10,"6.39"" 1080x2340 pixels",24MP 1080p,4GB Snapdragon 730,4200mAh Li-Po
Lava,"৳12,000.00","2021, January 11",Android 10,"6.51"" 720x1440 pixels",13MP 1080p,6GB MediaTek Helio G35,5000mAh Li-Po
Lava,"৳11,000.00","2021, January 11",Android 10,"6.51"" 720x1440 pixels",13MP 1080p,4GB RAM Helio G35,5000mAh Li-Po
Lava,"৳9,000.00","2021, January 11",Android 10,"6.51"" 720x1600 pixels",13MP 1080p,2GB RAM Helio G35,5000mAh Li-Po
Lava,"৳7,000.00","2021, January 26",Android 10,"5.0"" 480x854 pixels",5MP 720p,2GB MediaTek Helio A20,3100mAh Li-Po
Xiaomi,"৳29,999.00","2021, April","Android 11, MIUI 12","6.55"" 1080x2400 pixels",64MP 3240p,6/8GB RAM Snapdragon 732G,4250mAh Li-Po
Vivo,"৳66,000.00","2021, January 30","Android 11, OriginOS 1.0","6.56"" 1080x2340 pixels",50MP 3240p,8/12GB RAM Snapdragon 888,4200mAh Li-Po
Motorola,"৳18,000.00","2021, January 14",Android 10,"6.6"" 720x1600 pixels",48MP 2160p,3/4GB RAM Snapdragon 662,5000mAh Li-Po
Symphony,"৳10,890.00","2020, January 10",Android 10.0,"6.52"" 720x1600 pixels",13MP 1080p,4GB RAM,5000mAh Li-Po
Vivo,"৳14,990.00 ৳13,990.00","2021, January","Android 10, Funtouch 11","6.51"" 720x1600 pixels",13MP 1080p,4GB RAM Helio P35,5000mAh Li-Po
Vivo,"৳15,000.00","2021, January 02","Android 10, Funtouch 11","6.51"" 720x1600 pixels",13MP 1080p,3GB RAM Snapdragon 439,5000mAh Li-Po
Xiaomi,"৳15,999.00","2021, January 18","Android 10, MIUI 12","6.53"" 1080x2340 pixels",48MP 1080p,4/6GB RAM Snapdragon 662,6000mAh Li-Po
Huawei,Coming soon,Not announced yet,Android 10,"6.58"" 1080x2400 pixels",64MP 2160p,8/12GB RAM HiSilicon Kirin 990 5G,5000mAh Li-Po
Huawei,"৳124,999.00","2021, August 12",HarmonyOS 2.0,"6.6"" 1228x2700 pixels",50MP 2160p,8/12GB RAM Kirin 9000,4360mAh Li-Po
Huawei,"৳65,000.00","2021, October 04",HarmonyOS 2.0,"6.5"" 1224x2700 pixels",50MP 2160p,8GB RAM Snapdragon 888 4G,4100mAh Li-Po
Motorola,Coming soon,Not announced yet,Android 10,"6.7"" 1080x2340 pixels",64MP 2160p,4GB RAM Snapdragon 460,5000mAh Li-Po
Vivo,"৳20,000.00","2021, January 15","Android 11, Funtouch 10.5","6.58"" 720x1560 pixels",13MP 2160p,4/6GB RAM Snapdragon 480 5G,5000mAh Li-Po
Meizu,"৳70,000.00","2021, March 08","Android 11, Flyme 9","6.7"" 1440x2960 pixels",50MP 3240p,8/12GB RAM Snapdragon 888,4500mAh Li-Po
Meizu,"৳58,000.00","2021, March 08","Android 11, Flyme 9","6.2"" 1440x3200 pixels",64MP 2160p,8/12GB RAM Snapdragon 888,4000mAh Li-Po
Oppo,Coming soon,Not announced yet,Android 10,"6.5"" 1080x2400 pixels",48MP 2160p,8GB RAM Helio P95,4500mAh Li-Po
Oppo,Coming soon,"2021, May 08","Android 11, ColorOS 11.1","6.43"" 1080x2400 pixels",48MP 2160p,8GB RAM Dimensity 800U 5G,4310mAh Li-Po
Tecno,Coming soon,Not announced yet,Android 10,"6.9"" 1080x2460 pixels",64MP 1440p,8GB RAM MT6785 Helio G90T,5000mAh Li-Po
Tecno,"৳30,000.00","2021, June 03","Android 11, HIOS 7.6","6.8"" 1080x2460 pixels",64MP 2160p,8GB RAM Helio G95,5000mAh Li-Po
Tecno,"৳16,990.00","2021, May","Android 11, HIOS 7.6","6.6"" 720x1640 pixels",48MP 1440p,4/6GB RAM Helio G85,5000mAh Li-Po
Oppo,Coming soon,Not announced yet,Android 10.0,"6.7"" 1440x3168 pixels",64MP 2160p,12GB RAM Snapdragon 865,4500mAh Li-Po
Realme,"৳20,000.00","2021, January 15","Android 10, Realme UI","6.4"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Dimensity 800U 5G,4310mAh Li-Po
Oppo,"৳35,990.00 ৳32,990.00","2021, January 09","Android 11, ColorOS 11.1","6.43"" 1080x2400 Pixels",64MP 2160p,8GB RAM Snapdragon 720G,4310mAh Li-Po
Huawei,"৳50,000.00","2021, September 30",HarmonyOS 2.0,"6.72"" 1236x2676 pixels",64MP 2160p,8GB RAM Snapdragon 778G 4G,4000mAh Li-Po
Huawei,"৳30,000.00","2022, March 20","Android 11, EMUI 12, no Google Play Services","6.78"" 1080x2388 pixels",108MP 2160p,8GB RAM Snapdragon 665,4000mAh Li-Po
OnePlus,Coming soon,Not announced yet,Android 11,"6.55"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 865,4500mAh Li-Po
Lava,"৳8,000.00","2020, December",Android 10,"6.08"" 720x1440 pixels",13MP 1080p,2GB Unisoc SC9863A,4060mAh Li-Po
Realme,Coming soon,Not announced yet,Android 10,"6.57"" 1080x2400 pixels",64MP 2160p,12GB RAM Snapdragon 888,5000mAh Li-Po
Realme,"৳20,000.00","2020, September 10","Android 10, Realme UI","6.5"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Helio G95,5000mAh Li-Po
Realme,"৳21,000.00","2020, December 23","Android 10, Realme UI","6.5"" 720x1600 pixels",48MP 1080p,4GB RAM Helio G85,6000mAh Li-Po
Samsung,"৳19,000.00","2021, July 24","Android 11, One UI Core 3.1","6.6"" 1080x2400 pixels",48MP 1080p,4-8GB RAM Dimensity 700 5G,5000mAh Li-Po
Honor,Coming soon,Not announced yet,Android 10,"6.57"" 1080x2400 pixels",40MP 2160p,8GB RAM HiSilicon Kirin 990,4500mAh Li-Po
Xiaomi,"৳18,000.00","2022, April 30","Android 11, MIUI 13","6.7"" 720x1650 pixels",50MP 1080p,8GB RAM Snapdragon 680 4G,6000mAh Li-Po
Realme,Coming soon,Not announced yet,Android 10,"6.5"" 720x1560 pixels",13MP 1080p,3GB RAM MediaTek Helio G35,5000mAh Li-Po
Apple,"৳162,999.00","2021, September 24",iOS 15,"6.7"" 1284x2778 pixels",12MP 2160p,6GB RAM Apple A15 Bionic,4373mAh Li-Ion
Apple,"৳147,999.00","2021, September 24",iOS 15,"6.1"" 1170x2532 pixels",12MP 2160p,6GB RAM Apple A15 Bionic,3125mAh Li-Ion
Xiaomi,"৳83,000.00","2021, April 02","Android 11, MIUI 12.5","6.81"" 1440x3200 pixels",50MP 4320p,8/12GB RAM Snapdragon 888,5000mAh Li-Po
Apple,"৳118,999.00 ৳114,999.00","2021, September 24",iOS 15,"6.1"" 1170x2532 pixels",12MP 2160p,4GB RAM Apple A15 Bionic,3240mAh Li-Ion
Realme,"৳40,000.00","2020, January","Android 10, ColorOS 7","6.57"" 1080x2400 pixels",64MP 2160p,6-12GB RAM Snapdragon 765G,4200mAh Li-Po
Lenovo,"৳12,000.00","2020, December 12",Android 10,"6.5"" 720x1600 pixels",48MP 1080p,4GB RAM Snapdragon 460,5000mAh Li-Po
Realme,"৳10,000.00","2021, January 19","Android 10, realme UI 1.0","6.5"" 720x1600 pixels",13MP 1080p,2GB RAM Helio G35,5000mAh Li-Po
Samsung,"৳55,000.00",Not announced yet,"Android 11, One UI 3.0","6.7"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 750G 5G,5000mAh Li-Ion
Vivo,Coming soon,Not announced yet,Android 11,"6.56"" 1080 x 2400 pixels",50MP 3240p,8/12GB RAM Snapdragon 865,5000mAh Li-Po
Vivo,"৳20,000.00","2020, December 16","Android 10, Funtouch 10.5","6.51"" 720x1600 pixels",13MP 1080p,6/8GB RAM Helio P35,5000mAh Li-Po
Samsung,"৳35,999.00 ৳39,999.00","2021, March 26","Android 11, One UI 3.1","6.5"" 1080x2400 pixels",64MP 2160p,4-8GB RAM Snapdragon 720G,4500mAh Li-Po
Vivo,"৳29,000.00","2020, December 24","Android 11, Funtouch 11","6.44"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 730,4000mAh Li-Po
Xiaomi,Coming soon,Not announced yet,Android 10,"6.67"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 732G,6000mAh Li-Po
Vivo,"৳22,000.00","2020, December 18","Android 10, IQOO UI","6.58"" 1080x2400 pixels",48MP 2160p,6/8GB RAM Dimensity 800U 5G,5000mAh Li-Po
Nokia,Coming soon,Not announced yet,Android 11,"6.5"" 720x1520 pixels",13MP 1080p,3GB RAM Snapdragon 439,3000mAh Li-Ion
OnePlus,Coming soon,Not announced yet,Android 11,"6.55"" 1080x2400 pixels",48MP 2160p,8GB RAM Snapdragon 888,4500mAh Li-Po
Gionee,"৳9,000.00","2020, November 09",Android 10,"6.1"" 720x1600 pixels",13MP 1080p,2GB RAM Helio A20,3200mAh Li-Ion
Huawei,"৳18,000.00","2021, January 19","Android 10, EMUI 10.1","6.67"" 1080x2400 pixels",13MP 1080p,4/8GB RAM Kirin 710A,5000mAh Li-Po
ZTE,"৳50,000.00","2021, March 11","Android 11, Redmagic 4.0","6.8"" 1080x2400 pixels",64MP 4320p,8/12GB RAM Snapdragon 888,5050mAh Li-Po
Oppo,"৳60,000.00","2021, June 05","Android 11, ColorOS 11.3","6.55"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 870 5G,4500mAh Li-Po
Oppo,"৳49,000.00 ৳48,000.00","2021, June 05","Android 11, ColorOS 11.3","6.55"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Dimensity 1200 5G,4500mAh Li-Po
Oppo,"৳35,999.00","2021, June 11","Android 11, ColorOS 11.3","6.43"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Dimensity 900 5G,4300mAh Li-Po
Google,Coming soon,Not announced yet,Android 11,"6.1"" 1080x2340 pixels",16MP 2160p,8GB RAM Snapdragon 865,4500mAh Li-Po
Tecno,"৳9,500.00","2020, September 07","Android 10, HIOS 6.2","6.52"" 720x1600 pixels",13MP 1080p,2GB RAM Helio A20,5000mAh Li-Po
Lenovo,Coming soon,Cancelled,Android 10,"6.5"" 720x1600 pixels",48MP 1080p,2GB RAM Helio G25,4000mAh Li-Po
Ulefone,"৳65,000.00","2020, December 07",Android 10,"6.67"" 1080x2400 pixels",64MP 2160p,8GB RAM Dimensity 800 5G,5800mAh Li-Po
Gionee,"৳14,000.00","2020, December",Android 10,"6.53"" 720x1600 pixels",16MP 1080p,6/8GB RAM Mediatek,4000mAh Li-Po
Asus,Coming soon,Not announced yet,Android 11,"6.59"" 1080x2340 pixels",64MP 4320p,8/12GB RAM Snapdragon 865,6000mAh Li-Po
Oppo,"৳100,000.00 ৳94,000.00","2021, March 19","Android 11, ColorOS 11.2","6.7"" 1440x3216 pixels",50MP 2160p,8/12GB RAM Snapdragon 888,4500mAh Li-Po
ZTE,"৳30,000.00","2021, August 03","Android 11, MyOS 11","6.92"" 1080x2460 pixels",64MP 2160p,6-12GB RAM Snapdragon 870 5G,4200mAh Li-Ion
Huawei,Coming soon,Not announced yet,Android 10,"6.5"" 1080x2376 pixels",50MP 2160p,8GB RAM Kirin 9000E 5G,4000mAh Li-Po
Oppo,"৳58,000.00","2021, January","Android 11, ColorOS 11.1","6.55"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 865,4500mAh Li-Po
Vivo,"৳45,000.00","2021, January 15","Android 11, OriginOS","6.62"" 1080x2400 pixels",48MP 2160p,8/12GB RAM Snapdragon 888,4000mAh Li-Po
Itel,"৳7,290.00 ৳7,990.00","December, 2020",Android 10,"6.5"" 720x1080 pixels",8MP 1080p,2 GB,4000mAh Li-Po
Vivo,"৳22,000.00","2020, December 12","Android 10, Funtouch 10.5","6.58"" 1080x2340 pixels",48MP 2160p,6/8GB RAM Dimensity 720 5G,5000mAh Li-Po
Samsung,"৳27,000.00 ৳28,000.00","2021, February 22","Android 11, One UI 3.1","6.7"" 1080x2400 pixels",64MP 3240p,6/8GB RAM Exynos 9825,7000mAh Li-Po
Vivo,"৳21,990.00 ৳19,990.00","2020, December 07","Android 11, Funtouch 11","6.58"" 1080x2408 pixels",48MP 1080p,8GB RAM Snapdragon 665,5000mAh Li-Po
OnePlus,Coming soon,Not announced yet,Android 11,"6.5"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 690 5G,5000mAh Li-Po
Alcatel,"৳12,000.00","2020, October 28",Android 10,"6.22"" 720x1520 pixels",13MP 1080p,3/4GB RAM Unisoc SC9863A,4000mAh Li-Po
Xiaomi,"৳15,999.00","2020, December 22","Android 10, MIUI 12","6.53"" 1080x2340 pixels",48MP 1080p,4/6GB RAM Snapdragon 662,6000mAh Li-Po
ZTE,"৳46,000.00","2020, December 22","Android 10, MiFavor 10.5","6.92"" 1080x2460 pixels",64MP 2160p,12GB RAM Snapdragon 765G,4220mAh Li-Ion
Xiaomi,"৳27,000.00","2021, January 08","Android 10, MIUI 12","6.67"" 1080x2400 pixels",108MP 2160p,6/8GB RAM Snapdragon 750G 5G,4820mAh Li-Po
ZTE,"৳20,000.00","2020, October 22","Android 10, MiFavor 10.1","6.53"" 1080x2340 pixels",48MP 2160p,6GB RAM Dimensity 800 5G,4000mAh Li-Ion
BLU,Coming soon,"2020, November",Android 10,"5.5"" 720x1440 pixels",13MP 1080p,2GB RAM Helio A22,3000mAh Li-Po
ZTE,Coming soon,Not announced yet,Android 10,"6.5"" 720x1560 pixels",48MP 1080p,4GB RAM,5000mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 10,"6.44"" 1080x2400 pixels",48MP 2160p,8GB Snapdragon 765G,4500mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 10,"6.5"" 1080x2400 pixels",64MP 2160p,8GB Snapdragon 765G,5000mAh Li-Po
Xiaomi,"৳19,000.00 ৳17,500.00","2022, March 16","Android 12, MIUI 13 for POCO","6.43"" 1080x2400 pixels",64MP 1080p,6/8GB RAM Helio G96,5000mAh Li-Po
Xiaomi,"৳25,000.00","Exp. release 2022, August","Android 12, MIUI 13","6.58"" 1080x2408 pixels",13MP 1080p,4/6GB RAM Dimensity 700,5000mAh Li-Po
Xiaomi,"৳20,000.00 ৳19,000.00","2021, January 18","Android 10, MIUI 12","6.53"" 1080x2340 pixels",48MP 1080p,4GB RAM Dimensity 800U 5G,5000mAh Li-Po
Maximus,"৳4,990.00","2020, November",Android 8.1,"5.45"" 480 x 960 pixels",8MP 720p,2GB RAM MTK6580,3100mAh Li-ion
Vivo,"৳20,000.00","2020, October 26","Android 10, Funtouch 10.5","6.51"" 720x1600 pixels",13MP 1080p,8GB RAM Snapdragon 460,5000mAh Li-Po
BLU,"৳12,000.00","2020, November",Android 10,"6.5"" 720x1600 pixels",12MP 1080p,2GB RAM,4000mAh Li-Po
TCL,"৳32,000.00","2020, December 07","Android 10, TCL UI","6.67"" 1080x2400 pixels",48MP 2160p,6GB RAM Snapdragon 690 5G,4500mAh Li-Po
Realme,"৳17,000.00","2021, September 14","Android 11, Realme UI 2.0","6.6"" 1080x2412 pixels",50MP 2160p,4/6GB RAM Helio G96,5000mAh Li-Po
Oppo,Coming soon,Not announced yet,Android 10,"6.22"" 720x1520 pixels",13MP 1080p,3/4GB RAM Helio P35,4500mAh Li-Po
Oppo,"৳16,990.00 ৳14,990.00","2022, September 26","Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",50MP 1080p,4GB RAM Helio P35,5000mAh Li-Po
Motorola,Coming soon,Not announced yet,Android 10,"6.7"" 1080x2340 pixels",64MP 2160p,6GB RAM Snapdragon 765G,5000mAh Li-Po
Vivo,"৳35,000.00","2020, September 30","Android 10, up to Android 11, Funtouch 11","6.44"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 765G,4000mAh Li-Po
Infinix,Coming soon,Not announced yet,Android 10,"6.9"" 720x1600 pixels",48MP 1080p,6GB RAM MT6762 Helio P22,5000mAh Li-Po
Infinix,"৳11,000.00","2021, September 21","Android 11, XOS 7.6","6.6"" 1080x2408 pixels",13MP 1440p,4GB RAM Helio G70,5200mAh Li-Po
Infinix,"৳11,990.00","2021, November 15","Android 11, XOS 7.6","6.82"" 720x1640 pixels",13MP 1080p,4GB RAM Helio G35,6000mAh Li-Po
Infinix,Coming soon,Not announced yet,Android 10,"6.7"" 720x1600 pixels",13MP 1080p,3GB RAM,4500mAh Li-Po
Infinix,Coming soon,Not announced yet,"Android 10,","6.78"" 720x1640 pixels",16MP 1080p,3-6GB RAM Helio G70,5200mAh Li-Po
Infinix,"৳9,990.00","2021, January 21","Android 10, XOS 7","6.82"" 720x1640 pixels",13MP 1080p,2/4GB RAM Helio G25,6000mAh Li-Po
Xiaomi,"৳17,000.00","2020, November 26","Android 10, MIUI 12","6.53"" 1080x2340 pixels",48MP 1080p,4-8GB RAM Snapdragon 662,6000mAh Li-Po
Samsung,"৳20,999.00","2022, March 23","Android 12, One UI 4.1","6.6"" 1080x2408 pixels",50MP 1080p,3-6GB RAM Exynos 850,5000mAh Li-Po
Samsung,Coming soon,Not announced yet,Android 10.0,"6.5"" 720x1560 pixels",13MP 1080p,3GB RAM,4500mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 10,"6.56"" 1080x2376 pixels",50MP 3240p,8/12GB RAM Snapdragon 865,5000mAh Li-Po
Oppo,"৳18,000.00","2020, December 21","Android 10, ColorOS 7.2","6.5"" 720x1600 pixels",16MP 2160p,4/6GB RAM Dimensity 720 5G,4040mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 10,"6.56"" 1080x2376 pixels",50MP 3240p,12GB RAM Snapdragon 865,4500mAh Li-Po
Vivo,Coming soon,"2021, September 21","Android 11, Funtouch 11.1","6.51"" 720x1600 pixels",50MP 1080p,4GB RAM MT6769V,5000mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 10,"6.5"" 1080x2400 pixels",64MP 2160p,8GB RAM Snapdragon 765G,5000mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 10,"6.4"" 1080x2400 pixels",48MP 1080p,8GB RAM Snapdragon 665,4300mAh Li-Po
Vivo,"৳32,990.00","2021, May","Android 11, Funtouch 11.1","6.44"" 1080x2400 pixels",64MP 2160p,8GB RAM Dimensity 800U 5G,4000mAh Li-Po
Oppo,"৳45,000.00","2021, January 05","Android 11, ColorOS 11.1","6.55"" 1080x2340 pixels",64MP 2160p,8/12GB RAM Dimensity 1000+,4350mAh Li-Po
Maximus,"৳4,990.00","2020, November",Android 8.1,"5.72"" 480 x 960 pixels",8MP 720p,1GB RAM,2400mAh Li-ion
Lenovo,"৳15,000.00","2020, December 12",Android 10,"6.8"" 720x1640 pixels",64MP 1080p,4GB RAM Snapdragon 662,6000mAh Li-Po
